Regulator	Target	Relation	Relation counts
FunctionalClass	RNA	StateChange	0
FunctionalClass	Site	StateChange	0
FunctionalClass	Lysine	StateChange	0
FunctionalClass	MethSite	StateChange	0
CellObject	Protein	StateChange	0
CellObject	SmallMol	StateChange	0
CellObject	Complex	StateChange	0
CellObject	FunctionalClass	StateChange	0
CellObject	CellObject	StateChange	0
CellObject	Disease	StateChange	0
CellObject	Organ	StateChange	0
CellObject	Virus	StateChange	0
CellObject	ClinicalParameter	StateChange	0
CellObject	CellProcess	StateChange	0
CellObject	Organism	StateChange	0
CellObject	Tissue	StateChange	0
CellObject	Treatment	StateChange	0
CellObject	CellType	StateChange	0
CellObject	GeneticVariant	StateChange	0
CellObject	MedicalProcedure	StateChange	0
CellObject	PhosphoSite	StateChange	0
CellObject	Hyperlink	StateChange	0
CellObject	Mutation	StateChange	0
CellObject	RNA	StateChange	0
CellObject	Site	StateChange	0
CellObject	Lysine	StateChange	0
CellObject	MethSite	StateChange	0
Disease	Protein	StateChange	16616
Disease	SmallMol	StateChange	0
Disease	Complex	StateChange	623
Disease	FunctionalClass	StateChange	3294
Disease	CellObject	StateChange	0
Disease	Disease	StateChange	0
Disease	Organ	StateChange	38567
Disease	Virus	StateChange	2
Disease	ClinicalParameter	StateChange	0
Disease	CellProcess	StateChange	0
Disease	Organism	StateChange	0
Disease	Tissue	StateChange	8570
Disease	Treatment	StateChange	0
Disease	CellType	StateChange	11301
Disease	GeneticVariant	StateChange	0
Disease	MedicalProcedure	StateChange	0
Disease	PhosphoSite	StateChange	0
Disease	Hyperlink	StateChange	0
Disease	Mutation	StateChange	0
Disease	RNA	StateChange	0
Disease	Site	StateChange	0
Disease	Lysine	StateChange	0
Disease	MethSite	StateChange	0
Organ	Protein	StateChange	28229
Organ	SmallMol	StateChange	0
Organ	Complex	StateChange	1446
Organ	FunctionalClass	StateChange	5956
Organ	CellObject	StateChange	0
Organ	Disease	StateChange	0
Organ	Organ	StateChange	0
Organ	Virus	StateChange	0
Organ	ClinicalParameter	StateChange	1
Organ	CellProcess	StateChange	0
Organ	Organism	StateChange	0
Organ	Tissue	StateChange	0
Organ	Treatment	StateChange	0
Organ	CellType	StateChange	3
Organ	GeneticVariant	StateChange	0
Organ	MedicalProcedure	StateChange	0
Organ	PhosphoSite	StateChange	0
Organ	Hyperlink	StateChange	0
Organ	Mutation	StateChange	0
Organ	RNA	StateChange	0
Organ	Site	StateChange	1
Organ	Lysine	StateChange	0
Organ	MethSite	StateChange	0
Virus	Protein	StateChange	0
Virus	SmallMol	StateChange	0
Virus	Complex	StateChange	0
Virus	FunctionalClass	StateChange	0
Virus	CellObject	StateChange	0
Virus	Disease	StateChange	0
Virus	Organ	StateChange	546
Virus	Virus	StateChange	31
Virus	ClinicalParameter	StateChange	0
Virus	CellProcess	StateChange	0
Virus	Organism	StateChange	0
Virus	Tissue	StateChange	287
Virus	Treatment	StateChange	0
Virus	CellType	StateChange	676
Virus	GeneticVariant	StateChange	0
Virus	MedicalProcedure	StateChange	0
Virus	PhosphoSite	StateChange	0
Virus	Hyperlink	StateChange	0
Virus	Mutation	StateChange	0
Virus	RNA	StateChange	0
Virus	Site	StateChange	0
Virus	Lysine	StateChange	0
Virus	MethSite	StateChange	0
ClinicalParameter	Protein	StateChange	0
ClinicalParameter	SmallMol	StateChange	0
ClinicalParameter	Complex	StateChange	0
ClinicalParameter	FunctionalClass	StateChange	0
ClinicalParameter	CellObject	StateChange	0
ClinicalParameter	Disease	StateChange	0
ClinicalParameter	Organ	StateChange	0
ClinicalParameter	Virus	StateChange	0
ClinicalParameter	ClinicalParameter	StateChange	0
ClinicalParameter	CellProcess	StateChange	0
ClinicalParameter	Organism	StateChange	0
ClinicalParameter	Tissue	StateChange	0
ClinicalParameter	Treatment	StateChange	0
ClinicalParameter	CellType	StateChange	0
ClinicalParameter	GeneticVariant	StateChange	0
ClinicalParameter	MedicalProcedure	StateChange	0
ClinicalParameter	PhosphoSite	StateChange	0
ClinicalParameter	Hyperlink	StateChange	0
ClinicalParameter	Mutation	StateChange	0
ClinicalParameter	RNA	StateChange	0
ClinicalParameter	Site	StateChange	0
ClinicalParameter	Lysine	StateChange	0
ClinicalParameter	MethSite	StateChange	0
CellProcess	Protein	StateChange	0
CellProcess	SmallMol	StateChange	0
CellProcess	Complex	StateChange	0
CellProcess	FunctionalClass	StateChange	0
CellProcess	CellObject	StateChange	0
CellProcess	Disease	StateChange	0
CellProcess	Organ	StateChange	0
CellProcess	Virus	StateChange	0
CellProcess	ClinicalParameter	StateChange	0
CellProcess	CellProcess	StateChange	0
CellProcess	Organism	StateChange	0
CellProcess	Tissue	StateChange	0
CellProcess	Treatment	StateChange	0
CellProcess	CellType	StateChange	0
CellProcess	GeneticVariant	StateChange	0
CellProcess	MedicalProcedure	StateChange	0
CellProcess	PhosphoSite	StateChange	0
CellProcess	Hyperlink	StateChange	0
CellProcess	Mutation	StateChange	0
CellProcess	RNA	StateChange	0
CellProcess	Site	StateChange	0
CellProcess	Lysine	StateChange	0
CellProcess	MethSite	StateChange	0
Organism	Protein	StateChange	0
Organism	SmallMol	StateChange	0
Organism	Complex	StateChange	0
Organism	FunctionalClass	StateChange	0
Organism	CellObject	StateChange	0
Organism	Disease	StateChange	0
Organism	Organ	StateChange	0
Organism	Virus	StateChange	0
Organism	ClinicalParameter	StateChange	0
Organism	CellProcess	StateChange	0
Organism	Organism	StateChange	0
Organism	Tissue	StateChange	0
Organism	Treatment	StateChange	0
Organism	CellType	StateChange	0
Organism	GeneticVariant	StateChange	0
Organism	MedicalProcedure	StateChange	0
Organism	PhosphoSite	StateChange	0
Organism	Hyperlink	StateChange	0
Organism	Mutation	StateChange	0
Organism	RNA	StateChange	0
Organism	Site	StateChange	0
Organism	Lysine	StateChange	0
Organism	MethSite	StateChange	0
Tissue	Protein	StateChange	8977
Tissue	SmallMol	StateChange	0
Tissue	Complex	StateChange	587
Tissue	FunctionalClass	StateChange	2019
Tissue	CellObject	StateChange	0
Tissue	Disease	StateChange	0
Tissue	Organ	StateChange	0
Tissue	Virus	StateChange	0
Tissue	ClinicalParameter	StateChange	1
Tissue	CellProcess	StateChange	0
Tissue	Organism	StateChange	0
Tissue	Tissue	StateChange	0
Tissue	Treatment	StateChange	0
Tissue	CellType	StateChange	0
Tissue	GeneticVariant	StateChange	0
Tissue	MedicalProcedure	StateChange	0
Tissue	PhosphoSite	StateChange	0
Tissue	Hyperlink	StateChange	0
Tissue	Mutation	StateChange	0
Tissue	RNA	StateChange	0
Tissue	Site	StateChange	0
Tissue	Lysine	StateChange	0
Tissue	MethSite	StateChange	0
Treatment	Protein	StateChange	0
Treatment	SmallMol	StateChange	0
Treatment	Complex	StateChange	0
Treatment	FunctionalClass	StateChange	0
Treatment	CellObject	StateChange	0
Treatment	Disease	StateChange	0
Treatment	Organ	StateChange	0
Treatment	Virus	StateChange	0
Treatment	ClinicalParameter	StateChange	0
Treatment	CellProcess	StateChange	0
Treatment	Organism	StateChange	0
Treatment	Tissue	StateChange	0
Treatment	Treatment	StateChange	0
Treatment	CellType	StateChange	0
Treatment	GeneticVariant	StateChange	0
Treatment	MedicalProcedure	StateChange	0
Treatment	PhosphoSite	StateChange	0
Treatment	Hyperlink	StateChange	0
Treatment	Mutation	StateChange	0
Treatment	RNA	StateChange	0
Treatment	Site	StateChange	0
Treatment	Lysine	StateChange	0
Treatment	MethSite	StateChange	0
CellType	Protein	StateChange	0
CellType	SmallMol	StateChange	0
CellType	Complex	StateChange	0
CellType	FunctionalClass	StateChange	0
CellType	CellObject	StateChange	0
CellType	Disease	StateChange	0
CellType	Organ	StateChange	0
CellType	Virus	StateChange	0
CellType	ClinicalParameter	StateChange	0
CellType	CellProcess	StateChange	0
CellType	Organism	StateChange	0
CellType	Tissue	StateChange	0
CellType	Treatment	StateChange	0
CellType	CellType	StateChange	21
CellType	GeneticVariant	StateChange	0
CellType	MedicalProcedure	StateChange	0
CellType	PhosphoSite	StateChange	0
CellType	Hyperlink	StateChange	0
CellType	Mutation	StateChange	0
CellType	RNA	StateChange	0
CellType	Site	StateChange	0
CellType	Lysine	StateChange	0
CellType	MethSite	StateChange	0
GeneticVariant	Protein	StateChange	0
GeneticVariant	SmallMol	StateChange	0
GeneticVariant	Complex	StateChange	0
GeneticVariant	FunctionalClass	StateChange	0
GeneticVariant	CellObject	StateChange	0
GeneticVariant	Disease	StateChange	0
GeneticVariant	Organ	StateChange	0
GeneticVariant	Virus	StateChange	0
GeneticVariant	ClinicalParameter	StateChange	0
GeneticVariant	CellProcess	StateChange	0
GeneticVariant	Organism	StateChange	0
GeneticVariant	Tissue	StateChange	0
GeneticVariant	Treatment	StateChange	0
GeneticVariant	CellType	StateChange	0
GeneticVariant	GeneticVariant	StateChange	0
GeneticVariant	MedicalProcedure	StateChange	0
GeneticVariant	PhosphoSite	StateChange	0
GeneticVariant	Hyperlink	StateChange	0
GeneticVariant	Mutation	StateChange	0
GeneticVariant	RNA	StateChange	0
GeneticVariant	Site	StateChange	0
GeneticVariant	Lysine	StateChange	0
GeneticVariant	MethSite	StateChange	0
MedicalProcedure	Protein	StateChange	0
MedicalProcedure	SmallMol	StateChange	0
MedicalProcedure	Complex	StateChange	0
MedicalProcedure	FunctionalClass	StateChange	0
MedicalProcedure	CellObject	StateChange	0
MedicalProcedure	Disease	StateChange	0
MedicalProcedure	Organ	StateChange	0
MedicalProcedure	Virus	StateChange	0
MedicalProcedure	ClinicalParameter	StateChange	0
MedicalProcedure	CellProcess	StateChange	0
MedicalProcedure	Organism	StateChange	0
MedicalProcedure	Tissue	StateChange	0
MedicalProcedure	Treatment	StateChange	0
MedicalProcedure	CellType	StateChange	0
MedicalProcedure	GeneticVariant	StateChange	0
MedicalProcedure	MedicalProcedure	StateChange	0
MedicalProcedure	PhosphoSite	StateChange	0
MedicalProcedure	Hyperlink	StateChange	0
MedicalProcedure	Mutation	StateChange	0
MedicalProcedure	RNA	StateChange	0
MedicalProcedure	Site	StateChange	0
MedicalProcedure	Lysine	StateChange	0
MedicalProcedure	MethSite	StateChange	0
PhosphoSite	Protein	StateChange	0
PhosphoSite	SmallMol	StateChange	0
PhosphoSite	Complex	StateChange	0
PhosphoSite	FunctionalClass	StateChange	0
PhosphoSite	CellObject	StateChange	0
PhosphoSite	Disease	StateChange	0
PhosphoSite	Organ	StateChange	0
PhosphoSite	Virus	StateChange	0
PhosphoSite	ClinicalParameter	StateChange	0
PhosphoSite	CellProcess	StateChange	0
PhosphoSite	Organism	StateChange	0
PhosphoSite	Tissue	StateChange	0
PhosphoSite	Treatment	StateChange	0
PhosphoSite	CellType	StateChange	0
PhosphoSite	GeneticVariant	StateChange	0
PhosphoSite	MedicalProcedure	StateChange	0
PhosphoSite	PhosphoSite	StateChange	0
PhosphoSite	Hyperlink	StateChange	0
PhosphoSite	Mutation	StateChange	0
PhosphoSite	RNA	StateChange	0
PhosphoSite	Site	StateChange	0
PhosphoSite	Lysine	StateChange	0
PhosphoSite	MethSite	StateChange	0
Hyperlink	Protein	StateChange	0
Hyperlink	SmallMol	StateChange	0
Hyperlink	Complex	StateChange	0
Hyperlink	FunctionalClass	StateChange	0
Hyperlink	CellObject	StateChange	0
Hyperlink	Disease	StateChange	0
Hyperlink	Organ	StateChange	0
Hyperlink	Virus	StateChange	0
Hyperlink	ClinicalParameter	StateChange	0
Hyperlink	CellProcess	StateChange	0
Hyperlink	Organism	StateChange	0
Hyperlink	Tissue	StateChange	0
Hyperlink	Treatment	StateChange	0
Hyperlink	CellType	StateChange	0
Hyperlink	GeneticVariant	StateChange	0
Hyperlink	MedicalProcedure	StateChange	0
Hyperlink	PhosphoSite	StateChange	0
Hyperlink	Hyperlink	StateChange	0
Hyperlink	Mutation	StateChange	0
Hyperlink	RNA	StateChange	0
Hyperlink	Site	StateChange	0
Hyperlink	Lysine	StateChange	0
Hyperlink	MethSite	StateChange	0
Mutation	Protein	StateChange	0
Mutation	SmallMol	StateChange	0
Mutation	Complex	StateChange	0
Mutation	FunctionalClass	StateChange	0
Mutation	CellObject	StateChange	0
Mutation	Disease	StateChange	0
Mutation	Organ	StateChange	0
Mutation	Virus	StateChange	0
Mutation	ClinicalParameter	StateChange	0
Mutation	CellProcess	StateChange	0
Mutation	Organism	StateChange	0
Mutation	Tissue	StateChange	0
Mutation	Treatment	StateChange	0
Mutation	CellType	StateChange	0
Mutation	GeneticVariant	StateChange	0
Mutation	MedicalProcedure	StateChange	0
Mutation	PhosphoSite	StateChange	0
Mutation	Hyperlink	StateChange	0
Mutation	Mutation	StateChange	0
Mutation	RNA	StateChange	0
Mutation	Site	StateChange	0
Mutation	Lysine	StateChange	0
Mutation	MethSite	StateChange	0
RNA	Protein	StateChange	0
RNA	SmallMol	StateChange	0
RNA	Complex	StateChange	0
RNA	FunctionalClass	StateChange	0
RNA	CellObject	StateChange	0
RNA	Disease	StateChange	0
RNA	Organ	StateChange	0
RNA	Virus	StateChange	0
RNA	ClinicalParameter	StateChange	0
RNA	CellProcess	StateChange	0
RNA	Organism	StateChange	0
RNA	Tissue	StateChange	0
RNA	Treatment	StateChange	0
RNA	CellType	StateChange	0
RNA	GeneticVariant	StateChange	0
RNA	MedicalProcedure	StateChange	0
RNA	PhosphoSite	StateChange	0
RNA	Hyperlink	StateChange	0
RNA	Mutation	StateChange	0
RNA	RNA	StateChange	0
RNA	Site	StateChange	0
RNA	Lysine	StateChange	0
RNA	MethSite	StateChange	0
Site	Protein	StateChange	0
Site	SmallMol	StateChange	0
Site	Complex	StateChange	0
Site	FunctionalClass	StateChange	0
Site	CellObject	StateChange	0
Site	Disease	StateChange	0
Site	Organ	StateChange	0
Site	Virus	StateChange	0
Site	ClinicalParameter	StateChange	0
Site	CellProcess	StateChange	0
Site	Organism	StateChange	0
Site	Tissue	StateChange	0
Site	Treatment	StateChange	0
Site	CellType	StateChange	0
Site	GeneticVariant	StateChange	0
Site	MedicalProcedure	StateChange	0
Site	PhosphoSite	StateChange	0
Site	Hyperlink	StateChange	0
Site	Mutation	StateChange	0
Site	RNA	StateChange	0
Site	Site	StateChange	0
Site	Lysine	StateChange	0
Site	MethSite	StateChange	0
Lysine	Protein	StateChange	0
Lysine	SmallMol	StateChange	0
Lysine	Complex	StateChange	0
Lysine	FunctionalClass	StateChange	2
Lysine	CellObject	StateChange	0
Lysine	Disease	StateChange	0
Lysine	Organ	StateChange	0
Lysine	Virus	StateChange	0
Lysine	ClinicalParameter	StateChange	0
Lysine	CellProcess	StateChange	0
Lysine	Organism	StateChange	0
Lysine	Tissue	StateChange	0
Lysine	Treatment	StateChange	0
Lysine	CellType	StateChange	0
Lysine	GeneticVariant	StateChange	0
Lysine	MedicalProcedure	StateChange	0
Lysine	PhosphoSite	StateChange	0
Lysine	Hyperlink	StateChange	0
Lysine	Mutation	StateChange	0
Lysine	RNA	StateChange	0
Lysine	Site	StateChange	0
Lysine	Lysine	StateChange	0
Lysine	MethSite	StateChange	0
MethSite	Protein	StateChange	0
MethSite	SmallMol	StateChange	0
MethSite	Complex	StateChange	0
MethSite	FunctionalClass	StateChange	0
MethSite	CellObject	StateChange	0
MethSite	Disease	StateChange	0
MethSite	Organ	StateChange	0
MethSite	Virus	StateChange	0
MethSite	ClinicalParameter	StateChange	0
MethSite	CellProcess	StateChange	0
MethSite	Organism	StateChange	0
MethSite	Tissue	StateChange	0
MethSite	Treatment	StateChange	0
MethSite	CellType	StateChange	0
MethSite	GeneticVariant	StateChange	0
MethSite	MedicalProcedure	StateChange	0
MethSite	PhosphoSite	StateChange	0
MethSite	Hyperlink	StateChange	0
MethSite	Mutation	StateChange	0
MethSite	RNA	StateChange	0
MethSite	Site	StateChange	0
MethSite	Lysine	StateChange	0
MethSite	MethSite	StateChange	0
Protein	Protein	Regulation	274686
Protein	SmallMol	Regulation	17
Protein	Complex	Regulation	27885
Protein	FunctionalClass	Regulation	101216
Protein	CellObject	Regulation	10
Protein	Disease	Regulation	445228
Protein	Organ	Regulation	94727
Protein	Virus	Regulation	1104
Protein	ClinicalParameter	Regulation	145385
Protein	CellProcess	Regulation	768588
Protein	Organism	Regulation	0
Protein	Tissue	Regulation	29350
Protein	Treatment	Regulation	0
Protein	CellType	Regulation	109897
Protein	GeneticVariant	Regulation	0
Protein	MedicalProcedure	Regulation	0
Protein	PhosphoSite	Regulation	2
Protein	Hyperlink	Regulation	0
Protein	Mutation	Regulation	0
Protein	RNA	Regulation	0
Protein	Site	Regulation	631
Protein	Lysine	Regulation	2
Protein	MethSite	Regulation	0
SmallMol	Protein	Regulation	244950
SmallMol	SmallMol	Regulation	18
SmallMol	Complex	Regulation	23470
SmallMol	FunctionalClass	Regulation	136005
SmallMol	CellObject	Regulation	0
SmallMol	Disease	Regulation	742250
SmallMol	Organ	Regulation	193179
SmallMol	Virus	Regulation	2987
SmallMol	ClinicalParameter	Regulation	260241
SmallMol	CellProcess	Regulation	663359
SmallMol	Organism	Regulation	0
SmallMol	Tissue	Regulation	47759
SmallMol	Treatment	Regulation	0
SmallMol	CellType	Regulation	123348
SmallMol	GeneticVariant	Regulation	0
SmallMol	MedicalProcedure	Regulation	0
SmallMol	PhosphoSite	Regulation	6
SmallMol	Hyperlink	Regulation	4
SmallMol	Mutation	Regulation	0
SmallMol	RNA	Regulation	0
SmallMol	Site	Regulation	68
SmallMol	Lysine	Regulation	2
SmallMol	MethSite	Regulation	0
Complex	Protein	Regulation	14906
Complex	SmallMol	Regulation	2
Complex	Complex	Regulation	2309
Complex	FunctionalClass	Regulation	6679
Complex	CellObject	Regulation	2
Complex	Disease	Regulation	22681
Complex	Organ	Regulation	4648
Complex	Virus	Regulation	83
Complex	ClinicalParameter	Regulation	6894
Complex	CellProcess	Regulation	43443
Complex	Organism	Regulation	0
Complex	Tissue	Regulation	1648
Complex	Treatment	Regulation	0
Complex	CellType	Regulation	5063
Complex	GeneticVariant	Regulation	0
Complex	MedicalProcedure	Regulation	0
Complex	PhosphoSite	Regulation	0
Complex	Hyperlink	Regulation	0
Complex	Mutation	Regulation	0
Complex	RNA	Regulation	0
Complex	Site	Regulation	48
Complex	Lysine	Regulation	2
Complex	MethSite	Regulation	0
FunctionalClass	Protein	Regulation	66376
FunctionalClass	SmallMol	Regulation	6
FunctionalClass	Complex	Regulation	7358
FunctionalClass	FunctionalClass	Regulation	30192
FunctionalClass	CellObject	Regulation	1
FunctionalClass	Disease	Regulation	109146
FunctionalClass	Organ	Regulation	25191
FunctionalClass	Virus	Regulation	384
FunctionalClass	ClinicalParameter	Regulation	32290
FunctionalClass	CellProcess	Regulation	183918
FunctionalClass	Organism	Regulation	0
FunctionalClass	Tissue	Regulation	7306
FunctionalClass	Treatment	Regulation	0
FunctionalClass	CellType	Regulation	22185
FunctionalClass	GeneticVariant	Regulation	0
FunctionalClass	MedicalProcedure	Regulation	0
FunctionalClass	PhosphoSite	Regulation	0
FunctionalClass	Hyperlink	Regulation	0
FunctionalClass	Mutation	Regulation	0
FunctionalClass	RNA	Regulation	0
FunctionalClass	Site	Regulation	128
FunctionalClass	Lysine	Regulation	0
FunctionalClass	MethSite	Regulation	0
CellObject	Protein	Regulation	0
CellObject	SmallMol	Regulation	0
CellObject	Complex	Regulation	1
CellObject	FunctionalClass	Regulation	0
CellObject	CellObject	Regulation	0
CellObject	Disease	Regulation	0
CellObject	Organ	Regulation	0
CellObject	Virus	Regulation	0
CellObject	ClinicalParameter	Regulation	0
CellObject	CellProcess	Regulation	1
CellObject	Organism	Regulation	0
CellObject	Tissue	Regulation	0
CellObject	Treatment	Regulation	0
CellObject	CellType	Regulation	0
CellObject	GeneticVariant	Regulation	0
CellObject	MedicalProcedure	Regulation	0
CellObject	PhosphoSite	Regulation	0
CellObject	Hyperlink	Regulation	0
CellObject	Mutation	Regulation	0
CellObject	RNA	Regulation	0
CellObject	Site	Regulation	0
CellObject	Lysine	Regulation	0
CellObject	MethSite	Regulation	0
Disease	Protein	Regulation	10
Disease	SmallMol	Regulation	44
Disease	Complex	Regulation	0
Disease	FunctionalClass	Regulation	0
Disease	CellObject	Regulation	0
Disease	Disease	Regulation	154
Disease	Organ	Regulation	1
Disease	Virus	Regulation	0
Disease	ClinicalParameter	Regulation	6
Disease	CellProcess	Regulation	19
Disease	Organism	Regulation	0
Disease	Tissue	Regulation	2
Disease	Treatment	Regulation	0
Disease	CellType	Regulation	8
Disease	GeneticVariant	Regulation	0
Disease	MedicalProcedure	Regulation	0
Disease	PhosphoSite	Regulation	0
Disease	Hyperlink	Regulation	0
Disease	Mutation	Regulation	0
Disease	RNA	Regulation	0
Disease	Site	Regulation	0
Disease	Lysine	Regulation	0
Disease	MethSite	Regulation	0
Organ	Protein	Regulation	0
Organ	SmallMol	Regulation	0
Organ	Complex	Regulation	0
Organ	FunctionalClass	Regulation	0
Organ	CellObject	Regulation	0
Organ	Disease	Regulation	224
Organ	Organ	Regulation	2
Organ	Virus	Regulation	9
Organ	ClinicalParameter	Regulation	3
Organ	CellProcess	Regulation	0
Organ	Organism	Regulation	0
Organ	Tissue	Regulation	0
Organ	Treatment	Regulation	0
Organ	CellType	Regulation	1
Organ	GeneticVariant	Regulation	0
Organ	MedicalProcedure	Regulation	0
Organ	PhosphoSite	Regulation	0
Organ	Hyperlink	Regulation	0
Organ	Mutation	Regulation	0
Organ	RNA	Regulation	0
Organ	Site	Regulation	0
Organ	Lysine	Regulation	0
Organ	MethSite	Regulation	0
Virus	Protein	Regulation	978
Virus	SmallMol	Regulation	0
Virus	Complex	Regulation	96
Virus	FunctionalClass	Regulation	436
Virus	CellObject	Regulation	0
Virus	Disease	Regulation	3611
Virus	Organ	Regulation	28
Virus	Virus	Regulation	3
Virus	ClinicalParameter	Regulation	304
Virus	CellProcess	Regulation	2019
Virus	Organism	Regulation	0
Virus	Tissue	Regulation	17
Virus	Treatment	Regulation	0
Virus	CellType	Regulation	0
Virus	GeneticVariant	Regulation	0
Virus	MedicalProcedure	Regulation	0
Virus	PhosphoSite	Regulation	0
Virus	Hyperlink	Regulation	0
Virus	Mutation	Regulation	0
Virus	RNA	Regulation	0
Virus	Site	Regulation	10
Virus	Lysine	Regulation	0
Virus	MethSite	Regulation	0
ClinicalParameter	Protein	Regulation	0
ClinicalParameter	SmallMol	Regulation	0
ClinicalParameter	Complex	Regulation	0
ClinicalParameter	FunctionalClass	Regulation	0
ClinicalParameter	CellObject	Regulation	0
ClinicalParameter	Disease	Regulation	4
ClinicalParameter	Organ	Regulation	0
ClinicalParameter	Virus	Regulation	0
ClinicalParameter	ClinicalParameter	Regulation	0
ClinicalParameter	CellProcess	Regulation	0
ClinicalParameter	Organism	Regulation	0
ClinicalParameter	Tissue	Regulation	0
ClinicalParameter	Treatment	Regulation	0
ClinicalParameter	CellType	Regulation	2
ClinicalParameter	GeneticVariant	Regulation	0
ClinicalParameter	MedicalProcedure	Regulation	0
ClinicalParameter	PhosphoSite	Regulation	0
ClinicalParameter	Hyperlink	Regulation	0
ClinicalParameter	Mutation	Regulation	0
ClinicalParameter	RNA	Regulation	0
ClinicalParameter	Site	Regulation	0
ClinicalParameter	Lysine	Regulation	0
ClinicalParameter	MethSite	Regulation	0
CellProcess	Protein	Regulation	5
CellProcess	SmallMol	Regulation	4
CellProcess	Complex	Regulation	0
CellProcess	FunctionalClass	Regulation	2
CellProcess	CellObject	Regulation	0
CellProcess	Disease	Regulation	7
CellProcess	Organ	Regulation	0
CellProcess	Virus	Regulation	0
CellProcess	ClinicalParameter	Regulation	2
CellProcess	CellProcess	Regulation	6
CellProcess	Organism	Regulation	0
CellProcess	Tissue	Regulation	0
CellProcess	Treatment	Regulation	0
CellProcess	CellType	Regulation	2
CellProcess	GeneticVariant	Regulation	0
CellProcess	MedicalProcedure	Regulation	0
CellProcess	PhosphoSite	Regulation	0
CellProcess	Hyperlink	Regulation	0
CellProcess	Mutation	Regulation	0
CellProcess	RNA	Regulation	0
CellProcess	Site	Regulation	0
CellProcess	Lysine	Regulation	0
CellProcess	MethSite	Regulation	0
Organism	Protein	Regulation	0
Organism	SmallMol	Regulation	0
Organism	Complex	Regulation	0
Organism	FunctionalClass	Regulation	0
Organism	CellObject	Regulation	0
Organism	Disease	Regulation	0
Organism	Organ	Regulation	0
Organism	Virus	Regulation	0
Organism	ClinicalParameter	Regulation	0
Organism	CellProcess	Regulation	0
Organism	Organism	Regulation	0
Organism	Tissue	Regulation	0
Organism	Treatment	Regulation	0
Organism	CellType	Regulation	0
Organism	GeneticVariant	Regulation	0
Organism	MedicalProcedure	Regulation	0
Organism	PhosphoSite	Regulation	0
Organism	Hyperlink	Regulation	0
Organism	Mutation	Regulation	0
Organism	RNA	Regulation	0
Organism	Site	Regulation	0
Organism	Lysine	Regulation	0
Organism	MethSite	Regulation	0
Tissue	Protein	Regulation	0
Tissue	SmallMol	Regulation	1
Tissue	Complex	Regulation	0
Tissue	FunctionalClass	Regulation	0
Tissue	CellObject	Regulation	0
Tissue	Disease	Regulation	14
Tissue	Organ	Regulation	3
Tissue	Virus	Regulation	11
Tissue	ClinicalParameter	Regulation	0
Tissue	CellProcess	Regulation	0
Tissue	Organism	Regulation	0
Tissue	Tissue	Regulation	0
Tissue	Treatment	Regulation	0
Tissue	CellType	Regulation	0
Tissue	GeneticVariant	Regulation	0
Tissue	MedicalProcedure	Regulation	0
Tissue	PhosphoSite	Regulation	0
Tissue	Hyperlink	Regulation	0
Tissue	Mutation	Regulation	0
Tissue	RNA	Regulation	0
Tissue	Site	Regulation	0
Tissue	Lysine	Regulation	0
Tissue	MethSite	Regulation	0
Treatment	Protein	Regulation	33
Treatment	SmallMol	Regulation	16
Treatment	Complex	Regulation	2
Treatment	FunctionalClass	Regulation	15
Treatment	CellObject	Regulation	0
Treatment	Disease	Regulation	0
Treatment	Organ	Regulation	0
Treatment	Virus	Regulation	0
Treatment	ClinicalParameter	Regulation	0
Treatment	CellProcess	Regulation	3
Treatment	Organism	Regulation	0
Treatment	Tissue	Regulation	0
Treatment	Treatment	Regulation	0
Treatment	CellType	Regulation	0
Treatment	GeneticVariant	Regulation	0
Treatment	MedicalProcedure	Regulation	0
Treatment	PhosphoSite	Regulation	0
Treatment	Hyperlink	Regulation	0
Treatment	Mutation	Regulation	0
Treatment	RNA	Regulation	0
Treatment	Site	Regulation	0
Treatment	Lysine	Regulation	0
Treatment	MethSite	Regulation	0
CellType	Protein	Regulation	0
CellType	SmallMol	Regulation	4
CellType	Complex	Regulation	0
CellType	FunctionalClass	Regulation	0
CellType	CellObject	Regulation	0
CellType	Disease	Regulation	69215
CellType	Organ	Regulation	9
CellType	Virus	Regulation	81
CellType	ClinicalParameter	Regulation	18916
CellType	CellProcess	Regulation	4
CellType	Organism	Regulation	0
CellType	Tissue	Regulation	2
CellType	Treatment	Regulation	0
CellType	CellType	Regulation	12
CellType	GeneticVariant	Regulation	0
CellType	MedicalProcedure	Regulation	0
CellType	PhosphoSite	Regulation	0
CellType	Hyperlink	Regulation	0
CellType	Mutation	Regulation	0
CellType	RNA	Regulation	0
CellType	Site	Regulation	0
CellType	Lysine	Regulation	0
CellType	MethSite	Regulation	0
GeneticVariant	Protein	Regulation	7686
GeneticVariant	SmallMol	Regulation	2779
GeneticVariant	Complex	Regulation	516
GeneticVariant	FunctionalClass	Regulation	1719
GeneticVariant	CellObject	Regulation	0
GeneticVariant	Disease	Regulation	7
GeneticVariant	Organ	Regulation	0
GeneticVariant	Virus	Regulation	0
GeneticVariant	ClinicalParameter	Regulation	0
GeneticVariant	CellProcess	Regulation	0
GeneticVariant	Organism	Regulation	0
GeneticVariant	Tissue	Regulation	0
GeneticVariant	Treatment	Regulation	0
GeneticVariant	CellType	Regulation	0
GeneticVariant	GeneticVariant	Regulation	0
GeneticVariant	MedicalProcedure	Regulation	0
