Regulator	Target	Relation	Relation counts
RNA	CellProcess	ProtModification	0
RNA	Organism	ProtModification	0
RNA	Tissue	ProtModification	0
RNA	Treatment	ProtModification	0
RNA	CellType	ProtModification	0
RNA	GeneticVariant	ProtModification	0
RNA	MedicalProcedure	ProtModification	0
RNA	PhosphoSite	ProtModification	0
RNA	Hyperlink	ProtModification	0
RNA	Mutation	ProtModification	0
RNA	RNA	ProtModification	0
RNA	Site	ProtModification	0
RNA	Lysine	ProtModification	0
RNA	MethSite	ProtModification	0
Site	Protein	ProtModification	1
Site	SmallMol	ProtModification	0
Site	Complex	ProtModification	0
Site	FunctionalClass	ProtModification	1
Site	CellObject	ProtModification	0
Site	Disease	ProtModification	0
Site	Organ	ProtModification	0
Site	Virus	ProtModification	0
Site	ClinicalParameter	ProtModification	0
Site	CellProcess	ProtModification	0
Site	Organism	ProtModification	0
Site	Tissue	ProtModification	0
Site	Treatment	ProtModification	0
Site	CellType	ProtModification	0
Site	GeneticVariant	ProtModification	0
Site	MedicalProcedure	ProtModification	0
Site	PhosphoSite	ProtModification	0
Site	Hyperlink	ProtModification	0
Site	Mutation	ProtModification	0
Site	RNA	ProtModification	0
Site	Site	ProtModification	0
Site	Lysine	ProtModification	0
Site	MethSite	ProtModification	0
Lysine	Protein	ProtModification	1
Lysine	SmallMol	ProtModification	0
Lysine	Complex	ProtModification	0
Lysine	FunctionalClass	ProtModification	0
Lysine	CellObject	ProtModification	0
Lysine	Disease	ProtModification	0
Lysine	Organ	ProtModification	0
Lysine	Virus	ProtModification	0
Lysine	ClinicalParameter	ProtModification	0
Lysine	CellProcess	ProtModification	0
Lysine	Organism	ProtModification	0
Lysine	Tissue	ProtModification	0
Lysine	Treatment	ProtModification	0
Lysine	CellType	ProtModification	0
Lysine	GeneticVariant	ProtModification	0
Lysine	MedicalProcedure	ProtModification	0
Lysine	PhosphoSite	ProtModification	0
Lysine	Hyperlink	ProtModification	0
Lysine	Mutation	ProtModification	0
Lysine	RNA	ProtModification	0
Lysine	Site	ProtModification	1
Lysine	Lysine	ProtModification	0
Lysine	MethSite	ProtModification	0
MethSite	Protein	ProtModification	0
MethSite	SmallMol	ProtModification	0
MethSite	Complex	ProtModification	0
MethSite	FunctionalClass	ProtModification	0
MethSite	CellObject	ProtModification	0
MethSite	Disease	ProtModification	0
MethSite	Organ	ProtModification	0
MethSite	Virus	ProtModification	0
MethSite	ClinicalParameter	ProtModification	0
MethSite	CellProcess	ProtModification	0
MethSite	Organism	ProtModification	0
MethSite	Tissue	ProtModification	0
MethSite	Treatment	ProtModification	0
MethSite	CellType	ProtModification	0
MethSite	GeneticVariant	ProtModification	0
MethSite	MedicalProcedure	ProtModification	0
MethSite	PhosphoSite	ProtModification	0
MethSite	Hyperlink	ProtModification	0
MethSite	Mutation	ProtModification	0
MethSite	RNA	ProtModification	0
MethSite	Site	ProtModification	0
MethSite	Lysine	ProtModification	0
MethSite	MethSite	ProtModification	0
Protein	SmallMol	Binding	746994
Protein	Complex	Binding	16019
Protein	FunctionalClass	Binding	47776
Protein	CellObject	Binding	1
Protein	Disease	Binding	0
Protein	Organ	Binding	0
Protein	Virus	Binding	307
Protein	ClinicalParameter	Binding	0
Protein	CellProcess	Binding	0
Protein	Organism	Binding	0
Protein	Tissue	Binding	1
Protein	Treatment	Binding	2
Protein	CellType	Binding	0
Protein	GeneticVariant	Binding	14
Protein	MedicalProcedure	Binding	0
Protein	PhosphoSite	Binding	1
Protein	Hyperlink	Binding	0
Protein	Mutation	Binding	239
Protein	RNA	Binding	54
Protein	Site	Binding	62659
Protein	Lysine	Binding	0
Protein	MethSite	Binding	0
SmallMol	Complex	Binding	4364
SmallMol	FunctionalClass	Binding	16988
SmallMol	CellObject	Binding	0
SmallMol	Disease	Binding	0
SmallMol	Organ	Binding	0
SmallMol	Virus	Binding	245
SmallMol	ClinicalParameter	Binding	0
SmallMol	CellProcess	Binding	0
SmallMol	Organism	Binding	0
SmallMol	Tissue	Binding	0
SmallMol	Treatment	Binding	0
SmallMol	CellType	Binding	0
SmallMol	GeneticVariant	Binding	0
SmallMol	MedicalProcedure	Binding	0
SmallMol	PhosphoSite	Binding	0
SmallMol	Hyperlink	Binding	0
SmallMol	Mutation	Binding	0
SmallMol	RNA	Binding	0
SmallMol	Site	Binding	0
SmallMol	Lysine	Binding	0
SmallMol	MethSite	Binding	0
Complex	FunctionalClass	Binding	4326
Complex	CellObject	Binding	5
Complex	Disease	Binding	0
Complex	Organ	Binding	0
Complex	Virus	Binding	29
Complex	ClinicalParameter	Binding	0
Complex	CellProcess	Binding	0
Complex	Organism	Binding	0
Complex	Tissue	Binding	0
Complex	Treatment	Binding	0
Complex	CellType	Binding	0
Complex	GeneticVariant	Binding	0
Complex	MedicalProcedure	Binding	0
Complex	PhosphoSite	Binding	0
Complex	Hyperlink	Binding	0
Complex	Mutation	Binding	15
Complex	RNA	Binding	0
Complex	Site	Binding	85
Complex	Lysine	Binding	0
Complex	MethSite	Binding	0
FunctionalClass	CellObject	Binding	0
FunctionalClass	Disease	Binding	0
FunctionalClass	Organ	Binding	0
FunctionalClass	Virus	Binding	111
FunctionalClass	ClinicalParameter	Binding	0
FunctionalClass	CellProcess	Binding	0
FunctionalClass	Organism	Binding	0
FunctionalClass	Tissue	Binding	0
FunctionalClass	Treatment	Binding	0
FunctionalClass	CellType	Binding	0
FunctionalClass	GeneticVariant	Binding	2
FunctionalClass	MedicalProcedure	Binding	0
FunctionalClass	PhosphoSite	Binding	2
FunctionalClass	Hyperlink	Binding	0
FunctionalClass	Mutation	Binding	84
FunctionalClass	RNA	Binding	0
FunctionalClass	Site	Binding	195
FunctionalClass	Lysine	Binding	3
FunctionalClass	MethSite	Binding	0
CellObject	Disease	Binding	0
CellObject	Organ	Binding	0
CellObject	Virus	Binding	0
CellObject	ClinicalParameter	Binding	0
CellObject	CellProcess	Binding	0
CellObject	Organism	Binding	0
CellObject	Tissue	Binding	0
CellObject	Treatment	Binding	0
CellObject	CellType	Binding	0
CellObject	GeneticVariant	Binding	0
CellObject	MedicalProcedure	Binding	0
CellObject	PhosphoSite	Binding	0
CellObject	Hyperlink	Binding	0
CellObject	Mutation	Binding	0
CellObject	RNA	Binding	0
CellObject	Site	Binding	0
CellObject	Lysine	Binding	0
CellObject	MethSite	Binding	0
Disease	Organ	Binding	0
Disease	Virus	Binding	0
Disease	ClinicalParameter	Binding	0
Disease	CellProcess	Binding	0
Disease	Organism	Binding	0
Disease	Tissue	Binding	0
Disease	Treatment	Binding	0
Disease	CellType	Binding	0
Disease	GeneticVariant	Binding	0
Disease	MedicalProcedure	Binding	0
Disease	PhosphoSite	Binding	0
Disease	Hyperlink	Binding	0
Disease	Mutation	Binding	0
Disease	RNA	Binding	0
Disease	Site	Binding	0
Disease	Lysine	Binding	0
Disease	MethSite	Binding	0
Organ	Virus	Binding	0
Organ	ClinicalParameter	Binding	0
Organ	CellProcess	Binding	0
Organ	Organism	Binding	0
Organ	Tissue	Binding	0
Organ	Treatment	Binding	0
Organ	CellType	Binding	0
Organ	GeneticVariant	Binding	0
Organ	MedicalProcedure	Binding	0
Organ	PhosphoSite	Binding	0
Organ	Hyperlink	Binding	0
Organ	Mutation	Binding	0
Organ	RNA	Binding	0
Organ	Site	Binding	0
Organ	Lysine	Binding	0
Organ	MethSite	Binding	0
Virus	ClinicalParameter	Binding	0
Virus	CellProcess	Binding	0
Virus	Organism	Binding	0
Virus	Tissue	Binding	0
Virus	Treatment	Binding	0
Virus	CellType	Binding	0
Virus	GeneticVariant	Binding	0
Virus	MedicalProcedure	Binding	0
Virus	PhosphoSite	Binding	0
Virus	Hyperlink	Binding	0
Virus	Mutation	Binding	0
Virus	RNA	Binding	0
Virus	Site	Binding	1
Virus	Lysine	Binding	0
Virus	MethSite	Binding	0
ClinicalParameter	CellProcess	Binding	0
ClinicalParameter	Organism	Binding	0
ClinicalParameter	Tissue	Binding	0
ClinicalParameter	Treatment	Binding	0
ClinicalParameter	CellType	Binding	0
ClinicalParameter	GeneticVariant	Binding	0
ClinicalParameter	MedicalProcedure	Binding	0
ClinicalParameter	PhosphoSite	Binding	0
ClinicalParameter	Hyperlink	Binding	0
ClinicalParameter	Mutation	Binding	0
ClinicalParameter	RNA	Binding	0
ClinicalParameter	Site	Binding	0
ClinicalParameter	Lysine	Binding	0
ClinicalParameter	MethSite	Binding	0
CellProcess	Organism	Binding	0
CellProcess	Tissue	Binding	0
CellProcess	Treatment	Binding	0
CellProcess	CellType	Binding	0
CellProcess	GeneticVariant	Binding	0
CellProcess	MedicalProcedure	Binding	0
CellProcess	PhosphoSite	Binding	0
CellProcess	Hyperlink	Binding	0
CellProcess	Mutation	Binding	0
CellProcess	RNA	Binding	0
CellProcess	Site	Binding	0
CellProcess	Lysine	Binding	0
CellProcess	MethSite	Binding	0
Organism	Tissue	Binding	0
Organism	Treatment	Binding	0
Organism	CellType	Binding	0
Organism	GeneticVariant	Binding	0
Organism	MedicalProcedure	Binding	0
Organism	PhosphoSite	Binding	0
Organism	Hyperlink	Binding	0
Organism	Mutation	Binding	0
Organism	RNA	Binding	0
Organism	Site	Binding	0
Organism	Lysine	Binding	0
Organism	MethSite	Binding	0
Tissue	Treatment	Binding	0
Tissue	CellType	Binding	0
Tissue	GeneticVariant	Binding	0
Tissue	MedicalProcedure	Binding	0
Tissue	PhosphoSite	Binding	0
Tissue	Hyperlink	Binding	0
Tissue	Mutation	Binding	0
Tissue	RNA	Binding	0
Tissue	Site	Binding	0
Tissue	Lysine	Binding	0
Tissue	MethSite	Binding	0
Treatment	CellType	Binding	0
Treatment	GeneticVariant	Binding	0
Treatment	MedicalProcedure	Binding	0
Treatment	PhosphoSite	Binding	0
Treatment	Hyperlink	Binding	0
Treatment	Mutation	Binding	0
Treatment	RNA	Binding	0
Treatment	Site	Binding	0
Treatment	Lysine	Binding	0
Treatment	MethSite	Binding	0
CellType	GeneticVariant	Binding	0
CellType	MedicalProcedure	Binding	0
CellType	PhosphoSite	Binding	0
CellType	Hyperlink	Binding	0
CellType	Mutation	Binding	0
CellType	RNA	Binding	0
CellType	Site	Binding	0
CellType	Lysine	Binding	0
CellType	MethSite	Binding	0
GeneticVariant	MedicalProcedure	Binding	0
GeneticVariant	PhosphoSite	Binding	0
GeneticVariant	Hyperlink	Binding	0
GeneticVariant	Mutation	Binding	0
GeneticVariant	RNA	Binding	0
GeneticVariant	Site	Binding	0
GeneticVariant	Lysine	Binding	0
GeneticVariant	MethSite	Binding	0
MedicalProcedure	PhosphoSite	Binding	0
MedicalProcedure	Hyperlink	Binding	0
MedicalProcedure	Mutation	Binding	0
MedicalProcedure	RNA	Binding	0
MedicalProcedure	Site	Binding	0
MedicalProcedure	Lysine	Binding	0
MedicalProcedure	MethSite	Binding	0
PhosphoSite	Hyperlink	Binding	0
PhosphoSite	Mutation	Binding	0
PhosphoSite	RNA	Binding	0
PhosphoSite	Site	Binding	0
PhosphoSite	Lysine	Binding	0
PhosphoSite	MethSite	Binding	0
Hyperlink	Mutation	Binding	0
Hyperlink	RNA	Binding	0
Hyperlink	Site	Binding	0
Hyperlink	Lysine	Binding	0
Hyperlink	MethSite	Binding	0
Mutation	RNA	Binding	0
Mutation	Site	Binding	3
Mutation	Lysine	Binding	0
Mutation	MethSite	Binding	0
RNA	Site	Binding	0
RNA	Lysine	Binding	0
RNA	MethSite	Binding	0
Site	Lysine	Binding	0
Site	MethSite	Binding	0
Lysine	MethSite	Binding	0
Protein	Protein	miRNAEffect	51524
Protein	SmallMol	miRNAEffect	0
Protein	Complex	miRNAEffect	397
Protein	FunctionalClass	miRNAEffect	3201
Protein	CellObject	miRNAEffect	0
Protein	Disease	miRNAEffect	0
Protein	Organ	miRNAEffect	0
Protein	Virus	miRNAEffect	0
Protein	ClinicalParameter	miRNAEffect	0
Protein	CellProcess	miRNAEffect	0
Protein	Organism	miRNAEffect	0
Protein	Tissue	miRNAEffect	0
Protein	Treatment	miRNAEffect	0
Protein	CellType	miRNAEffect	1
Protein	GeneticVariant	miRNAEffect	0
Protein	MedicalProcedure	miRNAEffect	0
Protein	PhosphoSite	miRNAEffect	0
Protein	Hyperlink	miRNAEffect	0
Protein	Mutation	miRNAEffect	0
Protein	RNA	miRNAEffect	0
Protein	Site	miRNAEffect	0
Protein	Lysine	miRNAEffect	0
Protein	MethSite	miRNAEffect	0
SmallMol	Protein	miRNAEffect	0
SmallMol	SmallMol	miRNAEffect	0
SmallMol	Complex	miRNAEffect	0
SmallMol	FunctionalClass	miRNAEffect	0
SmallMol	CellObject	miRNAEffect	0
SmallMol	Disease	miRNAEffect	0
SmallMol	Organ	miRNAEffect	0
SmallMol	Virus	miRNAEffect	0
SmallMol	ClinicalParameter	miRNAEffect	0
SmallMol	CellProcess	miRNAEffect	0
SmallMol	Organism	miRNAEffect	0
SmallMol	Tissue	miRNAEffect	0
SmallMol	Treatment	miRNAEffect	0
SmallMol	CellType	miRNAEffect	0
SmallMol	GeneticVariant	miRNAEffect	0
SmallMol	MedicalProcedure	miRNAEffect	0
SmallMol	PhosphoSite	miRNAEffect	0
SmallMol	Hyperlink	miRNAEffect	0
SmallMol	Mutation	miRNAEffect	0
SmallMol	RNA	miRNAEffect	0
SmallMol	Site	miRNAEffect	0
SmallMol	Lysine	miRNAEffect	0
SmallMol	MethSite	miRNAEffect	0
Complex	Protein	miRNAEffect	0
Complex	SmallMol	miRNAEffect	0
Complex	Complex	miRNAEffect	0
Complex	FunctionalClass	miRNAEffect	0
Complex	CellObject	miRNAEffect	0
Complex	Disease	miRNAEffect	0
Complex	Organ	miRNAEffect	0
Complex	Virus	miRNAEffect	0
Complex	ClinicalParameter	miRNAEffect	0
Complex	CellProcess	miRNAEffect	0
Complex	Organism	miRNAEffect	0
Complex	Tissue	miRNAEffect	0
Complex	Treatment	miRNAEffect	0
Complex	CellType	miRNAEffect	0
Complex	GeneticVariant	miRNAEffect	0
Complex	MedicalProcedure	miRNAEffect	0
Complex	PhosphoSite	miRNAEffect	0
Complex	Hyperlink	miRNAEffect	0
Complex	Mutation	miRNAEffect	0
Complex	RNA	miRNAEffect	0
Complex	Site	miRNAEffect	0
Complex	Lysine	miRNAEffect	0
Complex	MethSite	miRNAEffect	0
FunctionalClass	Protein	miRNAEffect	898
FunctionalClass	SmallMol	miRNAEffect	0
FunctionalClass	Complex	miRNAEffect	34
FunctionalClass	FunctionalClass	miRNAEffect	132
FunctionalClass	CellObject	miRNAEffect	0
FunctionalClass	Disease	miRNAEffect	0
FunctionalClass	Organ	miRNAEffect	0
FunctionalClass	Virus	miRNAEffect	0
FunctionalClass	ClinicalParameter	miRNAEffect	0
FunctionalClass	CellProcess	miRNAEffect	0
FunctionalClass	Organism	miRNAEffect	0
FunctionalClass	Tissue	miRNAEffect	0
FunctionalClass	Treatment	miRNAEffect	0
FunctionalClass	CellType	miRNAEffect	0
FunctionalClass	GeneticVariant	miRNAEffect	0
FunctionalClass	MedicalProcedure	miRNAEffect	0
FunctionalClass	PhosphoSite	miRNAEffect	0
FunctionalClass	Hyperlink	miRNAEffect	0
FunctionalClass	Mutation	miRNAEffect	0
FunctionalClass	RNA	miRNAEffect	0
FunctionalClass	Site	miRNAEffect	0
FunctionalClass	Lysine	miRNAEffect	0
FunctionalClass	MethSite	miRNAEffect	0
CellObject	Protein	miRNAEffect	0
CellObject	SmallMol	miRNAEffect	0
CellObject	Complex	miRNAEffect	0
CellObject	FunctionalClass	miRNAEffect	0
CellObject	CellObject	miRNAEffect	0
CellObject	Disease	miRNAEffect	0
CellObject	Organ	miRNAEffect	0
CellObject	Virus	miRNAEffect	0
CellObject	ClinicalParameter	miRNAEffect	0
CellObject	CellProcess	miRNAEffect	0
CellObject	Organism	miRNAEffect	0
CellObject	Tissue	miRNAEffect	0
CellObject	Treatment	miRNAEffect	0
CellObject	CellType	miRNAEffect	0
CellObject	GeneticVariant	miRNAEffect	0
CellObject	MedicalProcedure	miRNAEffect	0
CellObject	PhosphoSite	miRNAEffect	0
CellObject	Hyperlink	miRNAEffect	0
CellObject	Mutation	miRNAEffect	0
CellObject	RNA	miRNAEffect	0
CellObject	Site	miRNAEffect	0
CellObject	Lysine	miRNAEffect	0
CellObject	MethSite	miRNAEffect	0
Disease	Protein	miRNAEffect	0
Disease	SmallMol	miRNAEffect	0
Disease	Complex	miRNAEffect	0
Disease	FunctionalClass	miRNAEffect	0
Disease	CellObject	miRNAEffect	0
Disease	Disease	miRNAEffect	0
Disease	Organ	miRNAEffect	0
Disease	Virus	miRNAEffect	0
Disease	ClinicalParameter	miRNAEffect	0
Disease	CellProcess	miRNAEffect	0
Disease	Organism	miRNAEffect	0
Disease	Tissue	miRNAEffect	0
Disease	Treatment	miRNAEffect	0
Disease	CellType	miRNAEffect	0
Disease	GeneticVariant	miRNAEffect	0
Disease	MedicalProcedure	miRNAEffect	0
Disease	PhosphoSite	miRNAEffect	0
Disease	Hyperlink	miRNAEffect	0
Disease	Mutation	miRNAEffect	0
Disease	RNA	miRNAEffect	0
Disease	Site	miRNAEffect	0
Disease	Lysine	miRNAEffect	0
Disease	MethSite	miRNAEffect	0
Organ	Protein	miRNAEffect	0
Organ	SmallMol	miRNAEffect	0
Organ	Complex	miRNAEffect	0
Organ	FunctionalClass	miRNAEffect	0
Organ	CellObject	miRNAEffect	0
Organ	Disease	miRNAEffect	0
Organ	Organ	miRNAEffect	0
Organ	Virus	miRNAEffect	0
Organ	ClinicalParameter	miRNAEffect	0
Organ	CellProcess	miRNAEffect	0
Organ	Organism	miRNAEffect	0
Organ	Tissue	miRNAEffect	0
Organ	Treatment	miRNAEffect	0
Organ	CellType	miRNAEffect	0
Organ	GeneticVariant	miRNAEffect	0
Organ	MedicalProcedure	miRNAEffect	0
Organ	PhosphoSite	miRNAEffect	0
Organ	Hyperlink	miRNAEffect	0
Organ	Mutation	miRNAEffect	0
Organ	RNA	miRNAEffect	0
Organ	Site	miRNAEffect	0
Organ	Lysine	miRNAEffect	0
Organ	MethSite	miRNAEffect	0
Virus	Protein	miRNAEffect	0
Virus	SmallMol	miRNAEffect	0
Virus	Complex	miRNAEffect	0
Virus	FunctionalClass	miRNAEffect	0
Virus	CellObject	miRNAEffect	0
Virus	Disease	miRNAEffect	0
Virus	Organ	miRNAEffect	0
Virus	Virus	miRNAEffect	0
Virus	ClinicalParameter	miRNAEffect	0
Virus	CellProcess	miRNAEffect	0
Virus	Organism	miRNAEffect	0
Virus	Tissue	miRNAEffect	0
Virus	Treatment	miRNAEffect	0
Virus	CellType	miRNAEffect	0
Virus	GeneticVariant	miRNAEffect	0
Virus	MedicalProcedure	miRNAEffect	0
Virus	PhosphoSite	miRNAEffect	0
Virus	Hyperlink	miRNAEffect	0
Virus	Mutation	miRNAEffect	0
Virus	RNA	miRNAEffect	0
Virus	Site	miRNAEffect	0
Virus	Lysine	miRNAEffect	0
Virus	MethSite	miRNAEffect	0
ClinicalParameter	Protein	miRNAEffect	0
ClinicalParameter	SmallMol	miRNAEffect	0
ClinicalParameter	Complex	miRNAEffect	0
ClinicalParameter	FunctionalClass	miRNAEffect	0
ClinicalParameter	CellObject	miRNAEffect	0
ClinicalParameter	Disease	miRNAEffect	0
ClinicalParameter	Organ	miRNAEffect	0
ClinicalParameter	Virus	miRNAEffect	0
ClinicalParameter	ClinicalParameter	miRNAEffect	0
ClinicalParameter	CellProcess	miRNAEffect	0
ClinicalParameter	Organism	miRNAEffect	0
ClinicalParameter	Tissue	miRNAEffect	0
ClinicalParameter	Treatment	miRNAEffect	0
ClinicalParameter	CellType	miRNAEffect	0
ClinicalParameter	GeneticVariant	miRNAEffect	0
ClinicalParameter	MedicalProcedure	miRNAEffect	0
ClinicalParameter	PhosphoSite	miRNAEffect	0
ClinicalParameter	Hyperlink	miRNAEffect	0
ClinicalParameter	Mutation	miRNAEffect	0
ClinicalParameter	RNA	miRNAEffect	0
ClinicalParameter	Site	miRNAEffect	0
ClinicalParameter	Lysine	miRNAEffect	0
ClinicalParameter	MethSite	miRNAEffect	0
CellProcess	Protein	miRNAEffect	0
CellProcess	SmallMol	miRNAEffect	0
CellProcess	Complex	miRNAEffect	0
CellProcess	FunctionalClass	miRNAEffect	0
CellProcess	CellObject	miRNAEffect	0
CellProcess	Disease	miRNAEffect	0
CellProcess	Organ	miRNAEffect	0
CellProcess	Virus	miRNAEffect	0
CellProcess	ClinicalParameter	miRNAEffect	0
CellProcess	CellProcess	miRNAEffect	0
CellProcess	Organism	miRNAEffect	0
CellProcess	Tissue	miRNAEffect	0
CellProcess	Treatment	miRNAEffect	0
CellProcess	CellType	miRNAEffect	0
CellProcess	GeneticVariant	miRNAEffect	0
CellProcess	MedicalProcedure	miRNAEffect	0
CellProcess	PhosphoSite	miRNAEffect	0
CellProcess	Hyperlink	miRNAEffect	0
CellProcess	Mutation	miRNAEffect	0
CellProcess	RNA	miRNAEffect	0
CellProcess	Site	miRNAEffect	0
CellProcess	Lysine	miRNAEffect	0
CellProcess	MethSite	miRNAEffect	0
Organism	Protein	miRNAEffect	0
Organism	SmallMol	miRNAEffect	0
Organism	Complex	miRNAEffect	0
Organism	FunctionalClass	miRNAEffect	0
Organism	CellObject	miRNAEffect	0
Organism	Disease	miRNAEffect	0
Organism	Organ	miRNAEffect	0
Organism	Virus	miRNAEffect	0
Organism	ClinicalParameter	miRNAEffect	0
Organism	CellProcess	miRNAEffect	0
Organism	Organism	miRNAEffect	0
Organism	Tissue	miRNAEffect	0
Organism	Treatment	miRNAEffect	0
Organism	CellType	miRNAEffect	0
Organism	GeneticVariant	miRNAEffect	0
Organism	MedicalProcedure	miRNAEffect	0
Organism	PhosphoSite	miRNAEffect	0
Organism	Hyperlink	miRNAEffect	0
Organism	Mutation	miRNAEffect	0
Organism	RNA	miRNAEffect	0
Organism	Site	miRNAEffect	0
Organism	Lysine	miRNAEffect	0
Organism	MethSite	miRNAEffect	0
Tissue	Protein	miRNAEffect	0
Tissue	SmallMol	miRNAEffect	0
Tissue	Complex	miRNAEffect	0
Tissue	FunctionalClass	miRNAEffect	0
Tissue	CellObject	miRNAEffect	0
Tissue	Disease	miRNAEffect	0
Tissue	Organ	miRNAEffect	0
Tissue	Virus	miRNAEffect	0
Tissue	ClinicalParameter	miRNAEffect	0
Tissue	CellProcess	miRNAEffect	0
Tissue	Organism	miRNAEffect	0
Tissue	Tissue	miRNAEffect	0
Tissue	Treatment	miRNAEffect	0
Tissue	CellType	miRNAEffect	0
Tissue	GeneticVariant	miRNAEffect	0
Tissue	MedicalProcedure	miRNAEffect	0
Tissue	PhosphoSite	miRNAEffect	0
Tissue	Hyperlink	miRNAEffect	0
Tissue	Mutation	miRNAEffect	0
Tissue	RNA	miRNAEffect	0
Tissue	Site	miRNAEffect	0
Tissue	Lysine	miRNAEffect	0
Tissue	MethSite	miRNAEffect	0
Treatment	Protein	miRNAEffect	0
Treatment	SmallMol	miRNAEffect	0
Treatment	Complex	miRNAEffect	0
Treatment	FunctionalClass	miRNAEffect	0
Treatment	CellObject	miRNAEffect	0
Treatment	Disease	miRNAEffect	0
Treatment	Organ	miRNAEffect	0
Treatment	Virus	miRNAEffect	0
Treatment	ClinicalParameter	miRNAEffect	0
Treatment	CellProcess	miRNAEffect	0
Treatment	Organism	miRNAEffect	0
Treatment	Tissue	miRNAEffect	0
Treatment	Treatment	miRNAEffect	0
Treatment	CellType	miRNAEffect	0
Treatment	GeneticVariant	miRNAEffect	0
Treatment	MedicalProcedure	miRNAEffect	0
Treatment	PhosphoSite	miRNAEffect	0
Treatment	Hyperlink	miRNAEffect	0
Treatment	Mutation	miRNAEffect	0
Treatment	RNA	miRNAEffect	0
Treatment	Site	miRNAEffect	0
Treatment	Lysine	miRNAEffect	0
Treatment	MethSite	miRNAEffect	0
CellType	Protein	miRNAEffect	0
CellType	SmallMol	miRNAEffect	0
CellType	Complex	miRNAEffect	0
CellType	FunctionalClass	miRNAEffect	0
CellType	CellObject	miRNAEffect	0
CellType	Disease	miRNAEffect	0
CellType	Organ	miRNAEffect	0
CellType	Virus	miRNAEffect	0
CellType	ClinicalParameter	miRNAEffect	0
CellType	CellProcess	miRNAEffect	0
CellType	Organism	miRNAEffect	0
CellType	Tissue	miRNAEffect	0
CellType	Treatment	miRNAEffect	0
CellType	CellType	miRNAEffect	0
CellType	GeneticVariant	miRNAEffect	0
CellType	MedicalProcedure	miRNAEffect	0
CellType	PhosphoSite	miRNAEffect	0
CellType	Hyperlink	miRNAEffect	0
CellType	Mutation	miRNAEffect	0
CellType	RNA	miRNAEffect	0
CellType	Site	miRNAEffect	0
CellType	Lysine	miRNAEffect	0
CellType	MethSite	miRNAEffect	0
GeneticVariant	Protein	miRNAEffect	0
GeneticVariant	SmallMol	miRNAEffect	0
GeneticVariant	Complex	miRNAEffect	0
GeneticVariant	FunctionalClass	miRNAEffect	0
GeneticVariant	CellObject	miRNAEffect	0
GeneticVariant	Disease	miRNAEffect	0
GeneticVariant	Organ	miRNAEffect	0
GeneticVariant	Virus	miRNAEffect	0
GeneticVariant	ClinicalParameter	miRNAEffect	0
GeneticVariant	CellProcess	miRNAEffect	0
GeneticVariant	Organism	miRNAEffect	0
GeneticVariant	Tissue	miRNAEffect	0
GeneticVariant	Treatment	miRNAEffect	0
GeneticVariant	CellType	miRNAEffect	0
GeneticVariant	GeneticVariant	miRNAEffect	0
GeneticVariant	MedicalProcedure	miRNAEffect	0
GeneticVariant	PhosphoSite	miRNAEffect	0
GeneticVariant	Hyperlink	miRNAEffect	0
GeneticVariant	Mutation	miRNAEffect	0
GeneticVariant	RNA	miRNAEffect	0
GeneticVariant	Site	miRNAEffect	0
GeneticVariant	Lysine	miRNAEffect	0
GeneticVariant	MethSite	miRNAEffect	0
MedicalProcedure	Protein	miRNAEffect	0
MedicalProcedure	SmallMol	miRNAEffect	0
MedicalProcedure	Complex	miRNAEffect	0
MedicalProcedure	FunctionalClass	miRNAEffect	0
MedicalProcedure	CellObject	miRNAEffect	0
MedicalProcedure	Disease	miRNAEffect	0
MedicalProcedure	Organ	miRNAEffect	0
MedicalProcedure	Virus	miRNAEffect	0
MedicalProcedure	ClinicalParameter	miRNAEffect	0
MedicalProcedure	CellProcess	miRNAEffect	0
MedicalProcedure	Organism	miRNAEffect	0
MedicalProcedure	Tissue	miRNAEffect	0
MedicalProcedure	Treatment	miRNAEffect	0
MedicalProcedure	CellType	miRNAEffect	0
MedicalProcedure	GeneticVariant	miRNAEffect	0
MedicalProcedure	MedicalProcedure	miRNAEffect	0
MedicalProcedure	PhosphoSite	miRNAEffect	0
MedicalProcedure	Hyperlink	miRNAEffect	0
MedicalProcedure	Mutation	miRNAEffect	0
MedicalProcedure	RNA	miRNAEffect	0
MedicalProcedure	Site	miRNAEffect	0
MedicalProcedure	Lysine	miRNAEffect	0
MedicalProcedure	MethSite	miRNAEffect	0
PhosphoSite	Protein	miRNAEffect	0
PhosphoSite	SmallMol	miRNAEffect	0
PhosphoSite	Complex	miRNAEffect	0
PhosphoSite	FunctionalClass	miRNAEffect	0
PhosphoSite	CellObject	miRNAEffect	0
PhosphoSite	Disease	miRNAEffect	0
PhosphoSite	Organ	miRNAEffect	0
PhosphoSite	Virus	miRNAEffect	0
PhosphoSite	ClinicalParameter	miRNAEffect	0
PhosphoSite	CellProcess	miRNAEffect	0
PhosphoSite	Organism	miRNAEffect	0
PhosphoSite	Tissue	miRNAEffect	0
PhosphoSite	Treatment	miRNAEffect	0
PhosphoSite	CellType	miRNAEffect	0
PhosphoSite	GeneticVariant	miRNAEffect	0
PhosphoSite	MedicalProcedure	miRNAEffect	0
PhosphoSite	PhosphoSite	miRNAEffect	0
PhosphoSite	Hyperlink	miRNAEffect	0
PhosphoSite	Mutation	miRNAEffect	0
